srcfile1,startline1,endline1,srcfile2,startline2,endline2,tp,fp,isclone,min_lines,max_lines,type1sim,type3sim,diff_lines,avg_lines,type1simtok,type3simtok,type2sim,type2simtok
selected/1160700.java,10,10,selected/761911.java,10,10,3,12,f,1,1,1,1,0,1,1,1,1,
default/102869.java,954,967,default/114239.java,276,288,0,1,f,13,14,0.571428571428571,0.714285714285714,1,13.5,0.845528455284553,0.845528455284553,0.357142857142857,
selected/844468.java,48,54,selected/86644.java,173,179,0,1,f,7,7,0.428571428571429,0.714285714285714,0,7,0.588235294117647,0.588235294117647,0.571428571428571,
default/126614.java,408,415,default/19383.java,415,422,5,0,t,8,8,1,1,0,8,1,1,1,
selected/1133712.java,497,503,selected/1460031.java,518,524,0,5,f,7,7,0.571428571428571,0.571428571428571,0,7,0.724137931034483,0.724137931034483,0.428571428571429,
selected/1106036.java,99,105,selected/1478771.java,349,354,0,5,f,6,7,0.142857142857143,0.714285714285714,1,6.5,0.46,0.46,0.142857142857143,
selected/2598641.java,41,46,selected/741366.java,108,113,0,1,f,6,6,0.666666666666667,0.833333333333333,0,6,0.888888888888889,0.888888888888889,0.833333333333333,
selected/106733.java,241,243,selected/2438808.java,807,809,0,1,f,3,3,0.666666666666667,1,0,3,0.95,0.95,1,
selected/1689589.java,911,933,selected/1918096.java,197,202,0,1,f,6,23,0.0909090909090909,0.181818181818182,17,14.5,0.322916666666667,0.322916666666667,0.0909090909090909,
selected/1799190.java,25,37,selected/779248.java,4,22,0,1,f,13,19,0,0.375,6,16,0.339285714285714,0.339285714285714,0,
default/67675.java,650,667,default/98684.java,570,590,0,1,f,18,21,0.85,0.85,3,19.5,0.963503649635037,0.963503649635037,0.4,
selected/2680234.java,141,411,selected/841368.java,483,753,1,0,t,271,271,0.398230088495575,0.597345132743363,0,271,0.740392826643894,0.740392826643894,0.597345132743363,
selected/1855532.java,74,86,selected/932304.java,407,421,0,1,f,13,15,0,0,2,14,0.414634146341463,0.414634146341463,0,
selected/1397044.java,466,472,selected/880474.java,311,317,0,1,f,7,7,0.375,0.75,0,7,0.690140845070423,0.690140845070423,0.25,
selected/2518261.java,94,100,selected/777766.java,106,112,1,0,t,7,7,0.625,0.75,0,7,0.943661971830986,0.943661971830986,0.25,
selected/2386052.java,1310,1313,selected/2386052.java,1340,1343,1,0,t,4,4,0,0,0,4,0.838235294117647,0.838235294117647,0,
selected/1326963.java,386,403,selected/1484507.java,309,327,1,0,t,18,19,0.333333333333333,0.833333333333333,1,18.5,0.891891891891892,0.891891891891892,0.555555555555556,
default/35432.java,687,703,default/65982.java,687,703,1,0,t,17,17,1,1,0,17,1,1,1,
default/14592.java,202,265,default/83993.java,202,265,1,0,t,64,64,1,1,0,64,1,1,1,
selected/1145434.java,29,40,selected/1440269.java,11,22,1,0,t,12,12,0.928571428571429,0.928571428571429,0,12,0.992481203007519,0.992481203007519,0.928571428571429,
default/5224.java,261,293,default/63131.java,261,293,1,0,t,33,33,1,1,0,33,1,1,1,
default/114331.java,520,550,default/23875.java,544,574,1,0,t,31,31,0.84375,0.96875,0,31,0.95910780669145,0.95910780669145,0.96875,
selected/1400003.java,29,311,selected/1628500.java,23,246,1,0,t,224,283,1,1,59,253.5,1,1,1,
selected/2339736.java,60,74,selected/2434572.java,116,130,1,0,t,15,15,0.647058823529412,0.823529411764706,0,15,0.952380952380952,0.952380952380952,0.823529411764706,
selected/2206340.java,105,133,selected/2448576.java,1164,1192,0,1,f,29,29,0,0,0,29,0.363636363636364,0.363636363636364,0,
selected/127068.java,875,886,selected/2727594.java,710,719,0,1,f,10,12,0.5,0.714285714285714,2,11,0.676190476190476,0.676190476190476,0.214285714285714,
selected/1722454.java,762,766,selected/917726.java,151,154,0,1,f,4,5,0,0,1,4.5,0.388888888888889,0.388888888888889,0,
selected/1098670.java,855,863,selected/2465515.java,667,675,1,0,t,9,9,0.888888888888889,0.888888888888889,0,9,1,1,0.888888888888889,
selected/1122674.java,65,71,selected/814444.java,102,109,0,1,f,7,8,0.428571428571429,0.857142857142857,1,7.5,0.814814814814815,0.814814814814815,0.714285714285714,
selected/2340740.java,1117,1126,selected/2542364.java,1016,1030,0,1,f,10,15,0.3,0.5,5,12.5,0.509433962264151,0.509433962264151,0.5,
selected/1160700.java,10,37,selected/2702034.java,10,10,0,1,f,1,28,0.0434782608695652,0.0434782608695652,27,14.5,0.942100538599641,0.942100538599641,0.0434782608695652,
default/118344.java,537,544,default/92220.java,583,590,1,0,t,8,8,1,1,0,8,1,1,1,
selected/952493.java,467,488,selected/965733.java,432,453,1,0,t,22,22,1,1,0,22,1,1,1,
default/91707.java,522,540,default/95106.java,506,524,1,0,t,19,19,1,1,0,19,1,1,1,
selected/1664613.java,1200,1217,selected/656204.java,1342,1358,1,0,t,17,18,0.666666666666667,0.888888888888889,1,17.5,0.876712328767123,0.876712328767123,0.833333333333333,
default/122249.java,1542,1547,default/125218.java,1561,1566,1,0,t,6,6,0.8,0.8,0,6,0.979166666666667,0.979166666666667,0.8,
default/67669.java,1363,1369,default/73729.java,1381,1387,1,0,t,7,7,0.571428571428571,0.714285714285714,0,7,0.803921568627451,0.803921568627451,0.571428571428571,
selected/1510991.java,16,29,selected/2512045.java,21,34,1,0,t,14,14,0.785714285714286,0.928571428571429,0,14,0.962962962962963,0.962962962962963,0.928571428571429,
selected/965733.java,303,328,selected/965733.java,312,337,0,1,f,26,26,1,1,0,26,1,1,1,
selected/2235486.java,337,351,selected/390506.java,39,51,0,1,f,13,15,0.2,0.266666666666667,2,14,0.324324324324324,0.324324324324324,0.2,
default/21681.java,678,685,default/23409.java,561,568,1,0,t,8,8,0.888888888888889,0.888888888888889,0,8,0.980769230769231,0.980769230769231,0.888888888888889,
selected/1168120.java,484,494,selected/1586595.java,377,387,1,0,t,11,11,0.916666666666667,0.916666666666667,0,11,0.988505747126437,0.988505747126437,0.916666666666667,
selected/1330759.java,136,141,selected/975587.java,152,157,1,0,t,6,6,0.714285714285714,0.857142857142857,0,6,0.840579710144927,0.840579710144927,0.285714285714286,
selected/573190.java,655,664,selected/573190.java,687,699,2,3,f,10,13,0.0909090909090909,0.363636363636364,3,11.5,0.810810810810811,0.810810810810811,0.363636363636364,
selected/965733.java,311,340,selected/965733.java,462,491,1,0,t,30,30,1,1,0,30,1,1,1,
default/58574.java,14,37,default/74406.java,8,29,1,0,t,22,24,0.653846153846154,0.769230769230769,2,23,0.795744680851064,0.795744680851064,0.615384615384615,
selected/1255106.java,84,87,selected/2210714.java,39,42,1,0,t,4,4,0,0.75,0,4,0.907894736842105,0.907894736842105,0.75,
selected/1037232.java,163,185,selected/2077902.java,127,149,1,0,t,23,23,1,1,0,23,1,1,1,
default/137594.java,381,392,default/55109.java,381,392,1,0,t,12,12,1,1,0,12,1,1,1,
selected/1859240.java,60,69,selected/1859240.java,101,110,1,0,t,10,10,0.8,1,0,10,0.96875,0.96875,1,
selected/1539341.java,63,68,selected/253760.java,49,57,1,4,f,6,9,0.666666666666667,1,3,7.5,0.904761904761905,0.904761904761905,0.5,
default/128156.java,74,106,default/52364.java,74,106,1,0,t,33,33,1,1,0,33,1,1,1,
selected/1160700.java,10,81,selected/2702034.java,10,10,0,1,f,1,72,0.0357142857142857,0.0357142857142857,71,36.5,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1160700.java,10,51,selected/2702034.java,10,10,0,2,f,1,42,0.0357142857142857,0.0357142857142857,41,21.5,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1160700.java,10,10,selected/667848.java,10,1556,0,7,f,1,1547,1,1,1546,774,1,1,1,
default/53210.java,160,176,default/97613.java,160,176,1,0,t,17,17,1,1,0,17,1,1,1,
selected/1427256.java,136,142,selected/440841.java,90,96,0,1,f,7,7,0.714285714285714,0.857142857142857,0,7,0.886363636363636,0.886363636363636,0.571428571428571,
selected/1691323.java,122,126,selected/1908173.java,100,104,1,0,t,5,5,0.666666666666667,0.833333333333333,0,5,0.967741935483871,0.967741935483871,0.833333333333333,
selected/2622966.java,173,187,selected/607885.java,92,103,0,1,f,12,15,0.214285714285714,0.214285714285714,3,13.5,0.352941176470588,0.352941176470588,0.214285714285714,
selected/667848.java,10,10,selected/761911.java,10,1556,0,4,f,1,1547,1,1,1546,774,1,1,1,
selected/231038.java,1164,1185,selected/2585381.java,1269,1290,0,1,f,22,22,NaN,NaN,0,22,0.901315789473684,0.901315789473684,NaN,
selected/1934477.java,239,249,selected/2451101.java,324,334,1,0,t,11,11,0.909090909090909,1,0,11,0.982456140350877,0.982456140350877,1,
selected/1044979.java,398,417,selected/1617424.java,253,263,0,1,f,11,20,0.142857142857143,0.19047619047619,9,15.5,0.283783783783784,0.283783783783784,0.142857142857143,
selected/2702034.java,10,10,selected/667848.java,10,41,0,1,f,1,32,1,1,31,16.5,1,1,1,
default/111086.java,30,44,default/55775.java,30,44,1,0,t,15,15,1,1,0,15,1,1,1,
selected/1836624.java,43,53,selected/622840.java,442,452,0,1,f,11,11,0.181818181818182,0.636363636363636,0,11,0.611111111111111,0.611111111111111,0.272727272727273,
selected/1489602.java,131,139,selected/2581829.java,48,51,0,1,f,4,9,0,0,5,6.5,0.406779661016949,0.406779661016949,0,
selected/138171.java,229,236,selected/617518.java,159,168,0,1,f,8,10,0,0,2,9,0.353846153846154,0.353846153846154,0,
selected/2232349.java,359,365,selected/234521.java,54,60,0,1,f,7,7,0.142857142857143,0.714285714285714,0,7,0.5,0.5,0.142857142857143,
selected/191844.java,1188,1203,selected/2311713.java,273,288,1,0,t,16,16,0.3125,0.3125,0,16,0.741935483870968,0.741935483870968,0.3125,
selected/750583.java,295,300,selected/909036.java,168,173,0,1,f,6,6,0.5,0.833333333333333,0,6,0.807692307692308,0.807692307692308,0.5,
selected/2482618.java,85,92,selected/459626.java,108,114,0,1,f,7,8,0.5,0.75,1,7.5,0.780952380952381,0.780952380952381,0.5,
selected/114964.java,1327,1334,selected/1916485.java,1256,1263,0,1,f,8,8,0,0,0,8,0.571428571428571,0.571428571428571,0,
selected/1578910.java,833,840,selected/687849.java,729,737,0,1,f,8,9,0.8,0.8,1,8.5,0.919354838709677,0.919354838709677,0.3,
default/102869.java,1155,1170,default/39035.java,1155,1170,1,0,t,16,16,1,1,0,16,1,1,1,
selected/468275.java,96,103,selected/468275.java,111,117,0,1,f,7,8,0,0.5,1,7.5,0.765432098765432,0.765432098765432,0.5,
selected/2614578.java,113,122,selected/926194.java,475,484,0,1,f,10,10,0.1,1,0,10,0.863636363636364,0.863636363636364,0.2,
default/11981.java,476,484,default/60868.java,606,613,1,0,t,8,9,0.444444444444444,0.555555555555556,1,8.5,0.773333333333333,0.773333333333333,0.555555555555556,
selected/2485283.java,879,939,selected/2485283.java,1467,1527,0,1,f,61,61,0.625,1,0,61,0.822784810126582,0.822784810126582,0.982142857142857,
selected/1408932.java,271,280,selected/1449454.java,345,354,0,1,f,10,10,0.3,0.7,0,10,0.728395061728395,0.728395061728395,0.3,
selected/1160700.java,10,10,selected/667848.java,10,1468,0,1,f,1,1459,1,1,1458,730,1,1,1,
default/58395.java,30,34,selected/2000647.java,199,203,1,4,f,5,5,0,0,0,5,0.650793650793651,0.650793650793651,0,
selected/2215134.java,714,722,selected/2215134.java,857,865,0,1,f,9,9,0.666666666666667,0.777777777777778,0,9,0.830188679245283,0.830188679245283,0.444444444444444,
selected/2680689.java,402,410,selected/327063.java,87,105,0,1,f,9,19,0.2,0.4,10,14,0.578947368421053,0.578947368421053,0.3,
selected/2472959.java,141,156,selected/745314.java,343,348,0,1,f,6,16,0,0.222222222222222,10,11,0.246753246753247,0.246753246753247,0,
default/80510.java,248,261,default/80832.java,910,922,0,1,f,13,14,0.428571428571429,0.5,1,13.5,0.748201438848921,0.748201438848921,0.214285714285714,
default/21155.java,186,192,selected/856228.java,31,37,0,1,f,7,7,0.571428571428571,0.857142857142857,0,7,0.666666666666667,0.666666666666667,0.714285714285714,
selected/2535092.java,584,603,selected/990750.java,24,35,0,1,f,12,20,0.2,0.3,8,16,0.310606060606061,0.310606060606061,0.25,
selected/2084601.java,108,114,selected/323586.java,1132,1138,0,1,f,7,7,0.428571428571429,0.714285714285714,0,7,0.479166666666667,0.479166666666667,0.428571428571429,
selected/1397981.java,149,183,selected/2219826.java,98,132,0,1,f,35,35,1,1,0,35,1,1,1,
default/127876.java,163,172,selected/174244.java,99,108,0,1,f,10,10,0.3,0.7,0,10,0.596774193548387,0.596774193548387,0.3,
selected/1561076.java,378,693,selected/707943.java,339,627,0,1,f,289,316,1,1,27,302.5,1,1,1,
selected/1354438.java,768,789,selected/610452.java,977,986,0,1,f,10,22,0.0909090909090909,0.181818181818182,12,16,0.317567567567568,0.317567567567568,0.0909090909090909,
selected/137727.java,131,143,selected/2712776.java,207,219,0,1,f,13,13,1,1,0,13,1,1,1,
default/123780.java,99,111,default/86457.java,99,111,1,0,t,13,13,1,1,0,13,1,1,1,
selected/1181075.java,88,100,selected/2124925.java,73,95,0,1,f,13,23,0.384615384615385,0.615384615384615,10,18,0.560747663551402,0.560747663551402,0.230769230769231,
selected/2701228.java,73,80,selected/682167.java,92,99,1,0,t,8,8,0.875,1,0,8,0.970588235294118,0.970588235294118,1,
selected/1512092.java,138,144,selected/1835476.java,66,72,1,0,t,7,7,0.625,0.75,0,7,0.848101265822785,0.848101265822785,0.25,
selected/1128882.java,224,228,selected/1706871.java,130,134,1,0,t,5,5,1,1,0,5,1,1,1,
selected/1120219.java,250,273,selected/2467588.java,209,231,1,0,t,23,24,0.92,0.92,1,23.5,0.94,0.94,0.48,
default/117641.java,183,197,default/19311.java,183,197,1,0,t,15,15,1,1,0,15,1,1,1,
default/53104.java,658,665,default/6320.java,561,568,1,0,t,8,8,0.888888888888889,0.888888888888889,0,8,0.980769230769231,0.980769230769231,0.888888888888889,
selected/1766426.java,9,13,selected/1960353.java,417,421,1,0,t,5,5,0,0.8,0,5,0.872727272727273,0.872727272727273,0.4,
default/134599.java,48,62,default/82481.java,48,62,1,0,t,15,15,1,1,0,15,1,1,1,
default/120094.java,99,111,default/44891.java,99,111,1,0,t,13,13,1,1,0,13,1,1,1,
default/22303.java,686,711,default/80510.java,686,711,1,0,t,26,26,1,1,0,26,1,1,1,
selected/1237185.java,23,31,selected/2128909.java,26,34,1,0,t,9,9,1,1,0,9,1,1,1,
selected/2230700.java,65,72,selected/613000.java,69,76,1,0,t,8,8,0.875,0.875,0,8,0.911392405063291,0.911392405063291,0.875,
selected/2286616.java,747,754,selected/361180.java,751,758,1,0,t,8,8,1,1,0,8,1,1,1,
selected/1686567.java,30,41,selected/309189.java,498,504,0,1,f,7,12,0.181818181818182,0.272727272727273,5,9.5,0.447761194029851,0.447761194029851,0.181818181818182,
selected/2206340.java,352,358,selected/2206340.java,422,428,0,1,f,7,7,0.857142857142857,0.857142857142857,0,7,0.915492957746479,0.915492957746479,0,
default/103762.java,343,367,default/12819.java,343,367,1,0,t,25,25,1,1,0,25,1,1,1,
selected/1824225.java,693,753,selected/308686.java,41,101,0,1,f,61,61,0,0,0,61,0.00806451612903225,0.00806451612903225,0,
selected/509771.java,150,155,selected/807317.java,146,151,1,0,t,6,6,0.714285714285714,0.857142857142857,0,6,0.950819672131147,0.950819672131147,0.285714285714286,
selected/1482488.java,130,135,selected/626735.java,178,183,1,0,t,6,6,0.714285714285714,0.857142857142857,0,6,0.840579710144927,0.840579710144927,0.285714285714286,
default/28899.java,349,379,default/33310.java,349,379,1,0,t,31,31,1,1,0,31,1,1,1,
selected/127068.java,938,942,selected/900584.java,509,513,1,0,t,5,5,0.857142857142857,0.857142857142857,0,5,0.972222222222222,0.972222222222222,0.857142857142857,
default/114239.java,283,288,default/28532.java,485,490,1,0,t,6,6,0.666666666666667,0.666666666666667,0,6,0.964912280701754,0.964912280701754,0.666666666666667,
selected/2438525.java,654,659,selected/2505462.java,128,133,0,1,f,6,6,0,0,0,6,0.5,0.5,0,
selected/1578910.java,707,713,selected/849450.java,505,511,1,0,t,7,7,0.777777777777778,0.888888888888889,0,7,0.978494623655914,0.978494623655914,0.888888888888889,
selected/1172279.java,116,145,selected/952493.java,349,378,0,1,f,30,30,0,0,0,30,0.19047619047619,0.19047619047619,0,
selected/1384958.java,649,657,selected/2636968.java,602,610,1,0,t,9,9,0.818181818181818,0.909090909090909,0,9,0.973333333333333,0.973333333333333,0.909090909090909,
selected/2481579.java,588,620,selected/304936.java,572,602,1,0,t,31,33,0.909090909090909,0.909090909090909,2,32,0.991769547325103,0.991769547325103,0.909090909090909,
selected/559432.java,1,9,selected/766454.java,1,9,1,0,t,9,9,0.5,0.75,0,9,0.884615384615385,0.884615384615385,0,
selected/2158664.java,127,136,selected/2391982.java,1819,1828,0,1,f,10,10,0.3,0.7,0,10,0.456140350877193,0.456140350877193,0.4,
selected/1395017.java,76,82,selected/1495862.java,114,120,1,0,t,7,7,0.625,0.75,0,7,0.943661971830986,0.943661971830986,0.25,
selected/1899952.java,820,833,selected/1899952.java,886,897,1,0,t,12,14,0.466666666666667,0.466666666666667,2,13,0.834437086092715,0.834437086092715,0.266666666666667,
selected/2468379.java,112,133,selected/965733.java,452,473,0,1,f,22,22,0,0,0,22,0.363636363636364,0.363636363636364,0,
default/70088.java,110,197,default/95647.java,110,197,1,0,t,88,88,1,1,0,88,1,1,1,
selected/2365821.java,773,797,selected/927691.java,689,713,1,0,t,25,25,1,1,0,25,1,1,1,
selected/1053311.java,1513,1527,selected/1285424.java,1513,1527,1,0,t,15,15,1,1,0,15,1,1,1,
selected/1372864.java,531,560,selected/211182.java,538,567,0,1,f,30,30,0.833333333333333,0.958333333333333,0,30,0.959770114942529,0.959770114942529,0.958333333333333,
selected/1017362.java,90,99,selected/2125396.java,92,101,1,0,t,10,10,0.9,1,0,10,0.983606557377049,0.983606557377049,1,
selected/2213635.java,92,104,selected/2603031.java,165,176,1,0,t,12,13,0.538461538461538,0.769230769230769,1,12.5,0.770833333333333,0.770833333333333,0.461538461538462,
selected/209298.java,646,672,selected/964253.java,680,706,1,0,t,27,27,1,1,0,27,1,1,1,
selected/1017362.java,376,387,selected/1726071.java,126,137,1,0,t,12,12,0.75,0.833333333333333,0,12,0.788732394366197,0.788732394366197,0.166666666666667,
selected/1450889.java,719,733,selected/1714238.java,332,345,0,1,f,14,15,0.333333333333333,0.6,1,14.5,0.548780487804878,0.548780487804878,0.4,
selected/952493.java,434,455,selected/965733.java,343,364,1,0,t,22,22,1,1,0,22,1,1,1,
selected/1492912.java,84,116,selected/1841856.java,84,116,1,0,t,33,33,1,1,0,33,1,1,1,
default/106446.java,570,590,default/98981.java,522,544,1,0,t,21,23,0.91304347826087,0.956521739130435,2,22,0.94578313253012,0.94578313253012,0.739130434782609,
selected/952493.java,304,383,selected/965733.java,351,430,1,0,t,80,80,1,1,0,80,1,1,1,
default/19573.java,522,544,default/3389.java,548,570,1,0,t,23,23,0.88,1,0,23,0.978609625668449,0.978609625668449,1,
default/59583.java,458,476,default/9986.java,397,415,1,0,t,19,19,0.947368421052632,0.947368421052632,0,19,1,1,0.947368421052632,
selected/2611603.java,1119,1142,selected/2611603.java,1143,1168,1,0,t,24,26,0.916666666666667,0.958333333333333,2,25,0.968944099378882,0.968944099378882,0.0416666666666666,
selected/411410.java,182,194,selected/411410.java,298,309,1,0,t,12,13,0.714285714285714,0.785714285714286,1,12.5,0.883720930232558,0.883720930232558,0.5,
selected/1302441.java,221,239,selected/2548700.java,380,402,0,1,f,19,23,0.157894736842105,0.210526315789474,4,21,0.458333333333333,0.458333333333333,0.157894736842105,
default/128851.java,6,45,default/46978.java,6,45,0,1,f,40,40,1,1,0,40,1,1,1,
selected/1402632.java,963,974,selected/375037.java,1140,1153,1,0,t,12,14,0.666666666666667,0.833333333333333,2,13,0.920792079207921,0.920792079207921,0.75,
default/119524.java,522,540,default/78160.java,522,540,1,0,t,19,19,1,1,0,19,1,1,1,
selected/1782576.java,735,754,selected/952606.java,538,557,1,0,t,20,20,0.904761904761905,0.904761904761905,0,20,0.991228070175439,0.991228070175439,0.285714285714286,
default/136373.java,48,62,default/30970.java,48,62,1,0,t,15,15,1,1,0,15,1,1,1,
selected/1523381.java,184,201,selected/2642341.java,255,273,1,0,t,18,19,0.333333333333333,0.777777777777778,1,18.5,0.801801801801802,0.801801801801802,0.222222222222222,
selected/1077654.java,109,134,selected/335014.java,112,131,1,0,t,20,26,0.653846153846154,0.692307692307692,6,23,0.787610619469027,0.787610619469027,0.423076923076923,
selected/2430560.java,450,482,selected/2510322.java,366,398,1,0,t,33,33,1,1,0,33,1,1,1,
default/113078.java,1,63,default/95809.java,1,63,1,0,t,63,63,1,1,0,63,1,1,1,
default/22303.java,1006,1019,default/80510.java,1532,1546,1,0,t,14,15,0.571428571428571,0.642857142857143,1,14.5,0.933333333333333,0.933333333333333,0.285714285714286,
selected/965733.java,341,357,selected/965733.java,356,372,1,0,t,17,17,1,1,0,17,1,1,1,
selected/1326963.java,500,517,selected/658234.java,1062,1078,1,0,t,17,18,0.333333333333333,0.777777777777778,1,17.5,0.854054054054054,0.854054054054054,0.555555555555556,
selected/1160700.java,10,10,selected/2702034.java,10,10,2,13,f,1,1,1,1,0,1,1,1,1,
selected/1384801.java,33,49,selected/1990412.java,69,86,0,1,f,17,18,0.647058823529412,0.705882352941176,1,17.5,0.713178294573643,0.713178294573643,0.294117647058823,
selected/1025165.java,1067,1079,selected/685601.java,69,81,1,0,t,13,13,0.642857142857143,0.714285714285714,0,13,0.788888888888889,0.788888888888889,0.357142857142857,
default/100801.java,126,133,default/9295.java,56,63,1,0,t,8,8,0.5,0.625,0,8,0.915492957746479,0.915492957746479,0.625,
default/66268.java,798,802,default/8528.java,501,505,0,1,f,5,5,0.4,0.6,0,5,0.746268656716418,0.746268656716418,0.6,
selected/1567350.java,121,126,selected/19471.java,208,213,0,1,f,6,6,0,0,0,6,0.385964912280702,0.385964912280702,0,
selected/432775.java,84,97,selected/862468.java,88,101,0,1,f,14,14,0.8125,0.9375,0,14,0.978102189781022,0.978102189781022,0.9375,
default/102948.java,200,214,default/98798.java,215,226,1,0,t,12,15,0.8,0.8,3,13.5,0.865671641791045,0.865671641791045,0.733333333333333,
selected/1062267.java,326,340,selected/1663295.java,15,29,1,0,t,15,15,1,1,0,15,1,1,1,
selected/965733.java,410,441,selected/965733.java,459,490,0,1,f,32,32,1,1,0,32,1,1,1,
selected/1976681.java,53,73,selected/2680307.java,414,435,0,1,f,21,22,0.0476190476190477,0.80952380952381,1,21.5,0.42051282051282,0.42051282051282,0.0476190476190477,
selected/965733.java,377,398,selected/965733.java,449,470,0,1,f,22,22,1,1,0,22,1,1,1,
selected/952493.java,361,392,selected/965733.java,385,416,0,1,f,32,32,1,1,0,32,1,1,1,
selected/2429982.java,287,337,selected/2640664.java,203,253,0,1,f,51,51,1,1,0,51,1,1,1,
selected/2341888.java,46,79,selected/753023.java,297,326,0,1,f,30,34,0.176470588235294,0.323529411764706,4,32,0.333333333333333,0.333333333333333,0.176470588235294,
selected/2180965.java,266,276,selected/700852.java,369,379,1,0,t,11,11,0.916666666666667,0.916666666666667,0,11,0.984615384615385,0.984615384615385,0.916666666666667,
selected/1172279.java,114,139,selected/965733.java,315,340,0,1,f,26,26,0,0,0,26,0.19047619047619,0.19047619047619,0,
selected/2438683.java,1011,1022,selected/2530759.java,1066,1077,1,0,t,12,12,0.923076923076923,0.923076923076923,0,12,0.983333333333333,0.983333333333333,0.846153846153846,
selected/1003467.java,152,185,selected/807317.java,164,197,1,0,t,34,34,1,1,0,34,1,1,1,
selected/1544119.java,27,38,selected/2039681.java,9,20,1,0,t,12,12,1,1,0,12,1,1,1,
selected/2194070.java,687,715,selected/2194070.java,792,820,1,0,t,29,29,0.448275862068966,0.862068965517241,0,29,0.93491124260355,0.93491124260355,0.862068965517241,
default/76192.java,522,544,default/93531.java,667,685,1,0,t,19,23,0.68,0.68,4,21,0.732620320855615,0.732620320855615,0.32,
selected/6505.java,10,19,selected/828599.java,8,17,1,0,t,10,10,1,1,0,10,1,1,1,
