srcfile1,startline1,endline1,srcfile2,startline2,endline2,isclone,type1sim,type2sim,type3sim
selected/2206340.java,352,358,selected/2206340.java,422,428,f,0.8571428571,0,0.8571428571
default/103762.java,343,367,default/12819.java,343,367,t,1,1,1
selected/1824225.java,693,753,selected/308686.java,41,101,f,0,0,0
selected/509771.java,150,155,selected/807317.java,146,151,t,0.7142857143,0.2857142857,0.8571428571
selected/1482488.java,130,135,selected/626735.java,178,183,t,0.7142857143,0.2857142857,0.8571428571
default/28899.java,349,379,default/33310.java,349,379,t,1,1,1
selected/127068.java,938,942,selected/900584.java,509,513,t,0.8571428571,0.8571428571,0.8571428571
default/114239.java,283,288,default/28532.java,485,490,t,0.6666666667,0.6666666667,0.6666666667
selected/2438525.java,654,659,selected/2505462.java,128,133,f,0,0,0
selected/1578910.java,707,713,selected/849450.java,505,511,t,0.7777777778,0.8888888889,0.8888888889
selected/1172279.java,116,145,selected/952493.java,349,378,f,0,0,0
selected/1384958.java,649,657,selected/2636968.java,602,610,t,0.8181818182,0.9090909091,0.9090909091
selected/2481579.java,588,620,selected/304936.java,572,602,t,0.9090909091,0.9090909091,0.9090909091
selected/559432.java,1,9,selected/766454.java,1,9,t,0.5,0,0.75
selected/2158664.java,127,136,selected/2391982.java,1819,1828,f,0.3,0.4,0.7
selected/1395017.java,76,82,selected/1495862.java,114,120,t,0.625,0.25,0.75
selected/1899952.java,820,833,selected/1899952.java,886,897,t,0.4666666667,0.2666666667,0.4666666667
selected/2468379.java,112,133,selected/965733.java,452,473,f,0,0,0
default/70088.java,110,197,default/95647.java,110,197,t,1,1,1
selected/2365821.java,773,797,selected/927691.java,689,713,t,1,1,1
selected/1053311.java,1513,1527,selected/1285424.java,1513,1527,t,1,1,1
selected/1372864.java,531,560,selected/211182.java,538,567,f,0.8333333333,0.9583333333,0.9583333333
selected/1017362.java,90,99,selected/2125396.java,92,101,t,0.9,1,1
selected/2213635.java,92,104,selected/2603031.java,165,176,t,0.5384615385,0.4615384615,0.7692307692
selected/209298.java,646,672,selected/964253.java,680,706,t,1,1,1
selected/1017362.java,376,387,selected/1726071.java,126,137,t,0.75,0.1666666667,0.8333333333
selected/1450889.java,719,733,selected/1714238.java,332,345,f,0.3333333333,0.4,0.6
selected/952493.java,434,455,selected/965733.java,343,364,t,1,1,1
selected/1492912.java,84,116,selected/1841856.java,84,116,t,1,1,1
default/106446.java,570,590,default/98981.java,522,544,t,0.9130434783,0.7391304348,0.9565217391
selected/952493.java,304,383,selected/965733.java,351,430,t,1,1,1
default/19573.java,522,544,default/3389.java,548,570,t,0.88,1,1
default/59583.java,458,476,default/9986.java,397,415,t,0.9473684211,0.9473684211,0.9473684211
selected/2611603.java,1119,1142,selected/2611603.java,1143,1168,t,0.9166666667,0.0416666667,0.9583333333
selected/411410.java,182,194,selected/411410.java,298,309,t,0.7142857143,0.5,0.7857142857
selected/1302441.java,221,239,selected/2548700.java,380,402,f,0.1578947368,0.1578947368,0.2105263158
default/128851.java,6,45,default/46978.java,6,45,f,1,1,1
selected/1402632.java,963,974,selected/375037.java,1140,1153,t,0.6666666667,0.75,0.8333333333
default/119524.java,522,540,default/78160.java,522,540,t,1,1,1
selected/1782576.java,735,754,selected/952606.java,538,557,t,0.9047619048,0.2857142857,0.9047619048
default/136373.java,48,62,default/30970.java,48,62,t,1,1,1
selected/1523381.java,184,201,selected/2642341.java,255,273,t,0.3333333333,0.2222222222,0.7777777778
selected/1077654.java,109,134,selected/335014.java,112,131,t,0.6538461538,0.4230769231,0.6923076923
selected/2430560.java,450,482,selected/2510322.java,366,398,t,1,1,1
default/113078.java,1,63,default/95809.java,1,63,t,1,1,1
default/22303.java,1006,1019,default/80510.java,1532,1546,t,0.5714285714,0.2857142857,0.6428571429
selected/965733.java,341,357,selected/965733.java,356,372,t,1,1,1
selected/1326963.java,500,517,selected/658234.java,1062,1078,t,0.3333333333,0.5555555556,0.7777777778
selected/1160700.java,10,10,selected/2702034.java,10,10,f,1,1,1
selected/1384801.java,33,49,selected/1990412.java,69,86,f,0.6470588235,0.2941176471,0.7058823529
selected/1025165.java,1067,1079,selected/685601.java,69,81,t,0.6428571429,0.3571428571,0.7142857143
default/100801.java,126,133,default/9295.java,56,63,t,0.5,0.625,0.625
default/66268.java,798,802,default/8528.java,501,505,f,0.4,0.6,0.6
selected/1567350.java,121,126,selected/19471.java,208,213,f,0,0,0
selected/432775.java,84,97,selected/862468.java,88,101,f,0.8125,0.9375,0.9375
default/102948.java,200,214,default/98798.java,215,226,t,0.8,0.7333333333,0.8
selected/1062267.java,326,340,selected/1663295.java,15,29,t,1,1,1
selected/965733.java,410,441,selected/965733.java,459,490,f,1,1,1
selected/1976681.java,53,73,selected/2680307.java,414,435,f,0.0476190476,0.0476190476,0.8095238095
selected/965733.java,377,398,selected/965733.java,449,470,f,1,1,1
selected/952493.java,361,392,selected/965733.java,385,416,f,1,1,1
selected/2429982.java,287,337,selected/2640664.java,203,253,f,1,1,1
selected/2341888.java,46,79,selected/753023.java,297,326,f,0.1764705882,0.1764705882,0.3235294118
selected/2180965.java,266,276,selected/700852.java,369,379,t,0.9166666667,0.9166666667,0.9166666667
selected/1172279.java,114,139,selected/965733.java,315,340,f,0,0,0
selected/2438683.java,1011,1022,selected/2530759.java,1066,1077,t,0.9230769231,0.8461538462,0.9230769231
selected/1003467.java,152,185,selected/807317.java,164,197,t,1,1,1
selected/1544119.java,27,38,selected/2039681.java,9,20,t,1,1,1
selected/2194070.java,687,715,selected/2194070.java,792,820,t,0.4482758621,0.8620689655,0.8620689655
default/76192.java,522,544,default/93531.java,667,685,t,0.68,0.32,0.68
selected/6505.java,10,19,selected/828599.java,8,17,t,1,1,1
selected/2039646.java,50,60,selected/800248.java,86,96,t,0.5454545455,1,1
selected/1736908.java,412,433,selected/1944189.java,30,65,f,0.2272727273,0.2272727273,0.5
selected/1182579.java,363,802,selected/1657523.java,314,753,t,0.8276836158,0.9943502825,0.9943502825
selected/1149223.java,81,133,selected/2310961.java,152,204,f,1,1,1
default/133515.java,648,665,default/56216.java,648,665,t,1,1,1
selected/1193794.java,206,275,selected/1193794.java,242,294,f,0.5238095238,0.7619047619,0.7619047619
default/21186.java,1,596,default/63131.java,1,596,t,1,1,1
selected/952493.java,395,418,selected/965733.java,409,432,t,1,1,1
selected/111036.java,66,66,selected/1765539.java,35,35,f,0,0,0
selected/1213789.java,25,43,selected/128809.java,23,41,t,0.8666666667,0.2666666667,0.8666666667
default/56585.java,306,344,default/73948.java,322,360,t,0.9487179487,0.8205128205,0.9487179487
default/73729.java,1496,1509,default/80510.java,1532,1546,t,0.6428571429,0.3571428571,0.7142857143
default/63015.java,631,648,default/79012.java,522,544,t,0.85,0.4,0.85
selected/1216356.java,147,170,selected/1844745.java,86,104,f,0.12,0.12,0.2
selected/160181.java,100,109,selected/820333.java,21,30,t,1,1,1
default/76192.java,440,452,default/90009.java,459,472,t,0.7692307692,0.6153846154,0.8461538462
default/106112.java,277,288,default/22303.java,133,146,t,0.5,0.3333333333,0.5833333333
default/53491.java,1,450,default/65415.java,1,450,t,1,1,1
default/11262.java,304,313,default/79079.java,282,291,t,1,1,1
selected/535210.java,265,281,selected/535210.java,301,317,t,0.8823529412,0.5294117647,0.9411764706
default/10254.java,19,34,default/21403.java,19,34,t,1,1,1
selected/1017245.java,597,607,selected/849450.java,595,605,t,1,1,1
selected/1560483.java,379,390,selected/209298.java,429,440,f,1,1,1
default/136668.java,13,18,default/9235.java,20,25,f,0.6666666667,0.1666666667,0.6666666667
selected/127068.java,117,129,selected/1384958.java,157,169,t,0.6666666667,0.6666666667,0.6666666667
selected/142817.java,70,86,selected/487328.java,77,97,t,0.9411764706,0.7058823529,0.9411764706
selected/1389949.java,302,311,selected/1830095.java,712,722,t,0.6,0.2,0.6
selected/2137395.java,184,195,selected/2389178.java,78,87,f,0.25,0.25,0.3333333333
selected/952493.java,337,368,selected/965733.java,474,505,f,1,1,1
selected/1103041.java,651,705,selected/209298.java,617,671,t,1,1,1
selected/952493.java,474,504,selected/965733.java,372,402,f,1,1,1
selected/2038811.java,1027,1038,selected/2348309.java,944,955,t,1,1,1
default/114239.java,234,245,default/125218.java,133,146,t,0.5833333333,0.3333333333,0.6666666667
selected/183804.java,203,252,selected/375037.java,307,357,t,1,1,1
default/5567.java,446,455,default/8970.java,493,502,t,0.9,0.9,0.9
default/88409.java,367,388,default/98354.java,351,372,t,1,1,1
selected/1122505.java,194,208,selected/1623519.java,61,74,t,0.0666666667,0.0666666667,0.0666666667
selected/2502236.java,85,110,selected/640250.java,85,110,t,0.9615384615,0.4615384615,0.9615384615
selected/318652.java,629,673,selected/318652.java,661,705,f,0.3111111111,0.5333333333,0.5333333333
default/102869.java,320,331,default/124923.java,954,967,f,0.6666666667,0.3333333333,0.75
selected/1712367.java,556,566,selected/2509245.java,628,638,t,0.9166666667,0.9166666667,0.9166666667
selected/156984.java,104,131,selected/615198.java,144,171,t,0.9375,1,1
default/59932.java,670,683,default/93943.java,116,130,t,0.4285714286,0.2857142857,0.5
default/16641.java,414,433,default/90009.java,414,433,t,1,1,1
selected/2626904.java,1128,1141,selected/304936.java,960,971,t,0.5714285714,0.6428571429,0.7142857143
selected/2479967.java,538,545,selected/2603507.java,606,613,t,0.125,1,1
default/112013.java,202,265,default/116283.java,202,265,t,1,1,1
selected/330378.java,536,548,selected/330378.java,1110,1122,t,0.8461538462,0.1538461538,0.8461538462
default/70505.java,572,592,default/93531.java,648,665,t,0.7391304348,0.347826087,0.7391304348
default/107313.java,322,331,default/73285.java,340,349,t,0.8,1,1
selected/1044179.java,142,146,selected/1105687.java,160,164,t,1,1,1
selected/1234328.java,324,345,selected/2382371.java,309,330,t,1,1,1
selected/179781.java,367,384,selected/179781.java,778,795,t,0.7777777778,0.3333333333,0.9444444444
selected/1044179.java,174,182,selected/2165030.java,58,66,f,0.7,0.8,0.8
selected/2319397.java,449,466,selected/966121.java,619,639,t,0.3333333333,0.3888888889,0.7222222222
selected/1219813.java,32,42,selected/215326.java,32,41,t,0.3636363636,0.4545454545,0.4545454545
selected/2198965.java,950,958,selected/2198965.java,1177,1185,t,1,1,1
default/25053.java,648,665,default/6320.java,667,685,t,0.9,0.75,0.95
default/109585.java,338,346,default/118948.java,316,324,t,1,1,1
default/12856.java,422,450,selected/1155487.java,17,45,f,0,0,0
default/73729.java,425,436,default/80510.java,382,392,t,0.5833333333,0.25,0.6666666667
default/65982.java,570,590,default/92220.java,546,568,t,0.9130434783,0.7391304348,0.9565217391
selected/2132481.java,1016,1033,selected/2494750.java,1028,1045,t,0.6842105263,0.1578947368,0.8947368421
selected/668040.java,227,236,selected/718641.java,1487,1496,t,1,1,1
selected/269410.java,298,306,selected/972563.java,115,126,f,0.2222222222,0.2222222222,0.4444444444
selected/952493.java,307,338,selected/952493.java,345,376,f,1,1,1
selected/1061314.java,68,89,selected/2126890.java,36,51,f,0.5,0.2272727273,0.6363636364
selected/1668867.java,153,164,selected/1728841.java,272,296,f,0.25,0.25,0.4166666667
selected/1337401.java,196,229,selected/1337401.java,231,264,t,0.9411764706,0.9411764706,0.9411764706
selected/2385607.java,314,325,selected/2686693.java,219,230,t,1,1,1
selected/1330759.java,144,150,selected/266837.java,186,192,t,0.625,0.25,0.75
default/15343.java,629,648,default/42993.java,643,662,t,0.8571428571,1,1
selected/952493.java,387,408,selected/952493.java,476,497,t,1,1,1
selected/2415696.java,204,214,selected/2630781.java,360,369,t,0.4545454545,0.3636363636,0.5454545455
default/2619.java,684,694,default/94364.java,672,682,t,0.9090909091,0.9090909091,0.9090909091
default/125703.java,194,203,default/44659.java,194,203,t,1,1,1
selected/1427655.java,359,369,selected/186786.java,359,369,t,1,1,1
default/102869.java,955,967,default/125218.java,408,422,t,0.4615384615,0.2307692308,0.5384615385
selected/1326640.java,89,109,selected/1824380.java,87,106,t,0.9523809524,0.5714285714,0.9523809524
default/53763.java,322,360,default/93534.java,300,338,t,0.9487179487,0.8205128205,0.9487179487
selected/1769873.java,326,340,selected/296210.java,66,75,f,0.2666666667,0.2666666667,0.2666666667
selected/1383577.java,72,82,selected/604084.java,239,265,f,0.2727272727,0.2727272727,0.2727272727
selected/1759377.java,376,384,selected/2319397.java,572,580,t,0.4444444444,0.8888888889,0.8888888889
selected/2365753.java,277,283,selected/2365753.java,539,545,t,0.875,0.875,0.875
default/15343.java,367,379,default/65982.java,367,379,t,1,1,1
selected/2087638.java,716,724,selected/225359.java,291,299,t,0.4444444444,0.8888888889,0.8888888889
default/109133.java,6,11,default/76701.java,6,11,t,1,1,1
default/102869.java,1534,1548,default/124923.java,1534,1548,t,1,1,1
selected/1255106.java,34,36,selected/626735.java,64,66,t,0,0,0
selected/2025936.java,35,40,selected/2308283.java,34,39,t,0.8333333333,0.5,0.8333333333
selected/186786.java,1365,1374,selected/337748.java,1365,1374,t,1,1,1
selected/1882693.java,350,454,selected/2339370.java,271,379,f,1,1,1
selected/1017245.java,809,818,selected/361180.java,684,694,f,0.5833333333,0.3333333333,0.8333333333
selected/1548032.java,161,174,selected/768858.java,129,151,f,0.3571428571,0.3571428571,0.4285714286
selected/1264167.java,96,102,selected/2285072.java,599,605,f,0.4285714286,0.4285714286,0.7142857143
selected/1977800.java,82,88,selected/46460.java,419,425,t,0.75,0.875,0.875
selected/1849771.java,37,58,selected/1873449.java,60,79,f,0.2272727273,0.1818181818,0.2727272727
selected/219713.java,90,104,selected/605471.java,95,109,t,1,1,1
selected/2121017.java,245,268,selected/615075.java,70,110,f,0,0,0
selected/463625.java,46,48,selected/862468.java,66,68,t,0,0,0
selected/2039515.java,103,108,selected/342835.java,385,389,f,0.4285714286,0.2857142857,0.5714285714
selected/1052206.java,164,180,selected/1188591.java,81,111,f,0.3076923077,0.9230769231,0.9230769231
default/31509.java,21,94,default/3880.java,21,94,f,0.9583333333,0.9791666667,0.9791666667
selected/2038435.java,154,167,selected/2188578.java,79,90,f,0.2142857143,0.2142857143,0.3571428571
selected/1398140.java,841,858,selected/922810.java,247,262,f,0.3333333333,0.5555555556,0.7777777778
selected/2365821.java,717,733,selected/2510322.java,660,676,f,0.8235294118,0.7058823529,0.8823529412
default/118917.java,29,47,default/70303.java,25,41,t,0.6842105263,0,0.7368421053
selected/1062316.java,13,23,selected/679521.java,33,69,f,0,0,0
selected/1642402.java,105,111,selected/984447.java,178,184,f,0.4285714286,0.4285714286,0.5714285714
selected/1160700.java,10,28,selected/2702034.java,10,10,f,0.0625,0.0625,0.0625
default/78160.java,247,263,default/88409.java,247,263,t,1,1,1
selected/2007106.java,418,428,selected/658234.java,667,677,t,0.4,0.4,0.8
default/14592.java,209,212,default/22134.java,208,211,t,0.75,0.75,0.75
selected/1193583.java,72,90,selected/1506283.java,84,102,t,0.6818181818,0.1818181818,0.8181818182
selected/203816.java,137,182,selected/341614.java,145,190,t,0.693877551,1,1
default/125218.java,221,228,default/28532.java,188,195,t,0.75,0.75,0.875
selected/313674.java,74,110,selected/506219.java,98,130,f,0.64,0.4,0.96
selected/1812318.java,425,434,selected/2587973.java,535,545,f,0.75,0.25,0.8333333333
selected/952493.java,454,475,selected/965733.java,322,343,f,1,1,1
selected/1597643.java,124,138,selected/2353364.java,346,360,f,0.3333333333,0.3333333333,0.3333333333
selected/2008325.java,118,124,selected/509771.java,270,276,f,0.75,0.875,0.875
selected/1058690.java,173,202,selected/1835523.java,50,67,f,0.1,0.1666666667,0.2
selected/2653397.java,1338,1351,selected/656204.java,1238,1251,f,0.7142857143,0.9285714286,0.9285714286
default/102869.java,940,952,default/73729.java,425,436,f,0.5384615385,0.2307692308,0.6153846154
selected/2339370.java,703,709,selected/2430560.java,784,790,f,1,1,1
selected/1197867.java,36,47,selected/1966263.java,72,95,f,0.25,0.25,0.4166666667
selected/1776322.java,74,90,selected/2573755.java,62,78,f,0.7368421053,0.8421052632,0.8421052632
selected/1515425.java,1,36,selected/2102105.java,1,36,f,0.9696969697,1,1
selected/952493.java,455,502,selected/965733.java,448,495,f,1,1,1
selected/447315.java,111,131,selected/608398.java,82,98,f,0.6666666667,0.6666666667,0.6666666667
selected/2307712.java,580,588,selected/2307712.java,618,627,f,0,0.4444444444,0.4444444444
default/119807.java,187,203,default/125218.java,334,353,f,0.4705882353,0.1764705882,0.5294117647
selected/2117362.java,101,242,selected/342041.java,99,240,f,0.953271028,0.4205607477,0.953271028
selected/1446744.java,290,723,selected/430495.java,183,616,t,0.4285714286,0.1728110599,0.5
selected/2734151.java,300,306,selected/451383.java,96,102,f,0.5714285714,0.5714285714,0.7142857143
selected/1949452.java,514,516,selected/2015242.java,432,434,f,0.6666666667,1,1
selected/1355875.java,997,1024,selected/1565475.java,73,108,f,0.5714285714,0.5714285714,0.5714285714
default/114239.java,139,146,default/80510.java,123,130,t,0.75,0.75,0.75
selected/765024.java,132,140,selected/765024.java,144,152,f,0.2222222222,0.6666666667,0.6666666667
